ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"1693","BGMC International Limited","","Global offering","31/07/2017","450000000","0.9","405","Fortune","CEB; Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0731/ltn20170731015.pdf"
"1552","BHCC Holding Limited","","Global offering","29/08/2017","200000000","0.6","120","Vinco Capital","Head & Shoulders Securities; Wealth Link Securities; ChaoShang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0829/ltn20170829051.pdf"
"9626","Bilibili Inc.","嗶哩嗶哩股份有限公司","Global offering","18/03/2021","25000000","988","24700","Morgan Stanley; Goldman Sachs; UBS","CICC; Bank of America; Credit Suisse; CITIC; Haitong; CMB; CCB; Guotai Junan; Futu; Wellington Financial","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0318/2021031800100.htm"
"3316","Binjiang Service Group Co. Ltd.","濱江服務集團有限公司","Global offering","28/02/2019","66700000","7","466.9","CITIC","Haitong; Huatai; Shenwan Hongyuan; Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0228/ltn20190228037.pdf"
"2315","Biocytogen Pharmaceuticals (Beijing) Co., Ltd.","百奧賽圖（北京）醫藥科技股份有限公司","Global offering","19/08/2022","21758500","25.22","548.74937","Goldman Sachs; CICC","CMB; CITIC; BOCOM; Futu; Valuable Capital; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0819/2022081900021.pdf"
"2533","Black Sesame International Holding Limited","黑芝麻智能國際控股有限公司","Global offering","31/07/2024","37000000","30.3","1121.1","CICC; Huatai","CCB; Bank of China; CITIC; GF Securities; Futu; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0731/2024073100015.pdf"
"325","Bloks Group Limited","布魯可集團有限公司","Global offering","31/12/2024","24120300","60.35","1455.660105","Goldman Sachs; Huatai","Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1231/2024123100152.pdf"
"6993","Blue Moon Group Holdings Limited","藍月亮集團控股有限公司","Global offering","04/12/2020","747126500","13.16","9832.18474","CICC; Citi; Bank of America","BNP Paribas; HSBC; UBS; ABCI; Bank of China; CCB; CMB; Futu; ICBC; United Overseas Bank","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1204/2020120400028.htm"
"1204","Boardware Intelligence Technology Limited","博維智慧科技有限公司","Global offering","29/06/2022","125000000","1.26","157.5","China Tonghai","Blackwell Global Securities; BOCOM; CCB; China Galaxy; CMB; Eddid; Fortune; Guotai Junan; Innovax; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0629/2022062900077.pdf"
"2588","BOC Aviation Limited","中銀航空租賃有限公司","Global offering","19/05/2016","208203000","42","8744.526","Bank of China; Goldman Sachs","Morgan Stanley; BNP Paribas; Citi; China Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0519/ltn20160519029.pdf"
"3329","BOCOM International Holdings Company Limited","交銀國際控股有限公司","Global offering","05/05/2017","666680000","3.1","2066.708","CICC; Haitong; China Securities","HSBC; CITIC; ICBC; ABCI; Bank of China; CCB; Guotai Junan; CMB; GF Securities; Sinomax Securities; Ever-Long Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0505/ltn20170505017.pdf"
"1758","Bojun Education Company Limited","博駿教育有限公司","Global offering","19/07/2018","200000000","2.36","472","China Securities","First Capital; First Shanghai; ABCI; Founder Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0719/ltn20180719007.pdf"
"1906","Bonny International Holding Limited","博尼國際控股有限公司","Global offering","12/04/2019","300000000","0.6","180","Innovax","HGNH International Securities; Yue Xiu; Zhongtai; Pulsar Capital; BMI Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0412/ltn20190412009.pdf"
"6681","BrainAurora Medical Technology Limited","腦動極光醫療科技有限公司","Global offering","30/12/2024","181112000","3.22","583.18064","CICC; SPDB","CMB; Fosun; Tiger Brokers; GF Securities; CCB; Bank of China; CEB; ABCI; China Industrial Securities; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1230/2024123000045.pdf"
"1333","Breton Technology Co., Ltd.","博雷頓科技股份公司","Global offering","25/04/2025","13000000","18","234","CICC; CMB","CCB; China Galaxy; Citrus Securities; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500055.pdf"
"1351","Bright Future Technology Holdings Limited","輝煌明天科技控股有限公司","Global offering","28/10/2020","125000000","1.1","137.5","Messis Capital","SPDB; Alpha International Securities; Orient Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1028/2020102800043.pdf"
"2137","Brii Biosciences Limited","騰盛博藥生物科技有限公司","Global offering","30/06/2021","111580000","22.25","2482.655","Morgan Stanley; UBS","CICC","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0630/2021063000045.pdf"
"1253","Broad Greenstate International Company Limited","博大綠澤國際有限公司","Global offering","30/06/2014","248000000","1.76","436.48","Kim Eng Securities","BOCOM; Haitong; China Industrial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0630/ltn20140630193.pdf"
"2216","Broncus Holding Corporation","堃博醫療控股有限公司","Global offering","13/09/2021","89355000","18.7","1670.9385","Goldman Sachs; Haitong","Credit Suisse; CMB; Huatai; China Industrial Securities; CNCB Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0913/2021091300015.pdf"
"1876","Budweiser Brewing Company APAC Limited","百威亞太控股有限公司","Global offering","05/07/2019","1626526000","47","76446.722","Morgan Stanley","Bank of America; Deutsche Bank; BNP Paribas; CICC; Citi; HSBC; Bank of China; ICBC; Mizuho; MUFG Securities EMEA plc; SMBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0705/ltn20190705027.pdf"
"2457","Buyang International Holding Inc","步陽國際控股有限公司","Global offering","29/11/2022","250000000","0.6","150","Zhongtai","BOCOM; SPDB; GF Securities; CEB; China PA Securities; Southwest Securities; First Shanghai; China Tonghai; Zheshang International Financial Holdings; West Bull Securities; Goldlink; Sunhigh Financial Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1129/2022112900011.pdf"
"2156","C&D Property Management Group Co., Ltd","建發物業管理集團有限公司","Global offering","28/12/2020","","","","CICC","","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1228/2020122800069.pdf"
"1463","C-Link Squared Limited","","Global offering","17/03/2020","200000000","0.73","146","Grand Moore Capital","Chuenman Securities; Ruibang Securities; Kingkey Securities Group; Head & Shoulders Securities; Zeus Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0317/2020031700017.pdf"
"3309","C-MER Eye Care Holdings Limited","希瑪眼科醫療控股有限公司","Global offering","29/12/2017","197000000","2.9","571.3","CMB","","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1229/ltn20171229017.pdf"
"3931","CALB Co., Ltd.","中創新航科技股份有限公司","Global offering","23/09/2022","265845300","51","13558.1103","Huatai","Citi; Credit Suisse; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0923/2022092300035.pdf"
"1228","CANbridge Pharmaceuticals Inc.","北海康成製藥有限公司","Global offering","30/11/2021","56251000","12.18","685.13718","Morgan Stanley; Jefferies","Haitong; CMB; Bank of China; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1130/2021113000013.pdf"
"2169","Canggang Railway Limited","滄港鐵路有限公司","Global offering","12/10/2020","250000000","1.1","275","Innovax","Guotai Junan; CEB; Ever-Long Securities; Maxa Capital; Zhong Jia Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1012/2020101200103.pdf"
"6185","CanSino Biologics Inc.","康希諾生物股份公司","Global offering","18/03/2019","57248600","22","1259.4692","Morgan Stanley; CITIC","CICC; ICBC; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0318/ltn20190318019.pdf"
"1381","Canvest Environmental Protection Group Company Limited [Privatized 2025]","粵豐環保電力有限公司","Global offering","15/12/2014","","","","CMB","GT Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1215/ltn20141215039.pdf"
"2643","CaoCao Inc.","曹操出行有限公司","Global offering","17/06/2025","44178600","41.94","1852.850484","Huatai; ABCI; GF Securities","CICC; China Galaxy; CEB; Bank of China; Soochow; ICBC; Futu; Tiger Brokers; Victory Securities; Neutral Financial Holding; Star River Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0617/2025061700008.pdf"
"699","CAR Inc.","四川科倫博泰生物醫藥股份有限公司","Global offering","29/06/2023","22446100","72.8","1634.07608","Goldman Sachs; CITIC","Citi; ICBC; BOCOM","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0629/2023062900043.pdf"
"2549","Carote Ltd","卡羅特有限公司","Global offering","23/09/2024","129864500","5.78","750.61681","BNP Paribas; CMB","Futu; Tiger Brokers; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0923/2024092300003.pdf"
"2171","CARsgen Therapeutics Holdings Limited","科濟藥業控股有限公司","Global offering","07/06/2021","94747000","32.8","3107.7015999999994","Goldman Sachs; UBS","CITIC; Credit Suisse","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0607/2021060700009.pdf"
"1981","Cathay Media and Education Group Inc.","華夏視聽教育集團","Global offering","30/06/2020","400000000","3.1","1240","Macquarie; CMB","CICC; ICBC; Huatai; Haitong; Guotai Junan","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0630/2020063000071.pdf"
"1959","Centenary United Holdings Limited","世紀聯合控股有限公司","Global offering","29/09/2019","125000000","1.23","153.75","Fortune","Mason; Shanxi Securities; Essence; Livermore Holdings; CNI Securities Group","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0929/2019092900035.pdf"
"9982","Central China Management Company Limited","中原建業有限公司","Global offering","18/05/2021","328172000","3.2","1050.1504","ICBC; CCB","BNP Paribas; ABCI; China Galaxy; CMB; CRIC Securities; Livermore Holdings; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0518/2021051800033.pdf"
"9983","Central China New Life Limited","建業新生活有限公司","Global offering","05/05/2020","300000000","5.6","1680","BNP Paribas","Morgan Stanley; DBS; ABCI; CCB; CEB; CMB; CRIC Securities; ICBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0505/2020050500027.pdf"
"1375","Central China Securities Co., Ltd.","中原證券股份有限公司","Global offering","11/06/2014","598100000","3.14","1878.034","CCB","ICBC; HSBC; BOCOM; DBS; ABCI; Bank of China; GF Securities; China Galaxy; Qilu; Essence","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0611/ltn20140611011.pdf"
"1450","Century Sage Scientific Holdings Limited","世紀睿科控股有限公司","Global offering","24/06/2014","250000000","1.08","270","CCB","First Shanghai","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0624/ltn20140624062.pdf"
"1811","CGN Meiya Power Holdings Co., Ltd.","中國廣核美亞電力控股有限公司","Global offering","19/09/2014","1033934000","1.73","1788.70582","Morgan Stanley","Guotai Junan; Bank of China; HSBC; ICBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0919/ltn20140919009.pdf"
"1816","CGN Power Co., Ltd","中國廣核電力股份有限公司","Global offering","27/11/2014","8825000000","2.78","24533.5","CICC; Bank of America; ABCI","Morgan Stanley; CITIC; Goldman Sachs; BNP Paribas; ICBC; Bank of China; HSBC; Guotai Junan; CMB; Credit Suisse; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1127/ltn20141127047.pdf"
"2229","Changgang Dunxin Enterprise Company Limited","長港敦信實業有限公司","Global offering","16/06/2014","","","","Kingsway","SBI; Sanfull Securities; Astrum Capital Management; China Investment Securities; Quam; Great Roc Capital Securities","https://www.hkexnews.hk/listedco/listconews/sehk/2014/0616/ltn20140616015.pdf"
"6959","Changjiu Holdings Limited","长久股份有限公司","Global offering","29/12/2023","50540000","7.9","399.266","CITIC; ICBC","CEB; BOCOM; SPDB; Patrons Securities; CMB; Zhongtai; United Overseas Bank; Tiger Brokers; Livermore Holdings; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1229/2023122900027.pdf"
"2163","Changsha Broad Homes Industrial Group Co., Ltd.","長沙遠大住宅工業集團股份有限公司","Global offering","24/10/2019","121868000","12.48","1520.91264","CICC; China Securities","CMB; ABCI; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1024/2019102400025.pdf"
"2017","Chanhigh Holdings Limited","滄海控股有限公司","Global offering","21/03/2017","150000000","2.38","357","Essence","","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0321/ltn20170321013.pdf"
"1588","Chanjet Information Technology Company Limited","暢捷通信息技術股份有限公司","Global offering","16/06/2014","55000000","17.15","943.2499999999999","Guotai Junan","United Overseas Bank; Ever-Long Securities; International Securities; Telecom Digital Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0616/ltn20140616041.pdf"
"2115","Channel Micron Holdings Company Limited","捷心隆控股有限公司","Global offering","15/10/2020","","","","Ballas Capital","","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1015/sehk20091501103.pdf"
"2219","Chaoju Eye Care Holdings Limited","朝聚眼科醫療控股有限公司","Global offering","24/06/2021","170930000","10.6","1811.858","Haitong; Huatai","","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0624/2021062400013.pdf"
"6601","Cheerwin Group Limited","朝雲集團有限公司","Global offering","26/02/2021","333333500","9.2","3066.6682","Morgan Stanley; CICC","Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0226/2021022600033.pdf"
"1593","Chen Lin Education Group Holdings Limited","辰林教育集團控股有限公司","Global offering","27/11/2019","250000000","3.52","880","First Shanghai","CEB; ABCI; Haitong; First Capital; Zhongtai; Huineng Securities; ChaoShang Securities; Livermore Holdings; Guoyuan Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1127/2019112700087.pdf"
"2286","Chen Xing Development Holdings Limited","辰興發展控股有限公司","Global offering","22/06/2015","100000000","3.2","320","ICBC","Guotai Junan; Oriental Patron","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0622/ltn20150622031.pdf"
"1785","Chengdu Expressway Co., Ltd.","成都高速公路股份有限公司","Global offering","28/12/2018","400000000","2.2","880.0000000000001","CITIC","CCB; Guotai Junan; BOCOM; ABCI; Haitong; Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1228/ltn20181228055.pdf"
"9680","Chenqi Technology Limited","如祺出行控股有限公司","Global offering","28/06/2024","30004800","45.4","1362.21792","CICC; Huatai; ABCI","Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0628/2024062800065.pdf"
"2113","CHerish Holdings Limited","東盈控股有限公司","Global offering","30/09/2016","185000000","0.7","129.49999999999997","Dakin","China Prospect Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0930/ltn20160930011.pdf"
"2285","Chervon Holdings Limited","泉峰控股有限公司","Global offering","17/12/2021","71916000","43.6","3135.5376","CICC; Citi","HSBC; BOCOM; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1217/2021121700005.pdf"
